mir,mesh_name,causality,,
hsa-mir-206,"Pulmonary Disease, Chronic Obstructive",yes,1030,1424
hsa-mir-27a,Cerebral Hemorrhage,yes,1066,1709
hsa-mir-424,Glioma,yes,1158,1322
hsa-mir-508,Breast Neoplasms,yes,1200,1303
hsa-mir-128,"Diabetes Mellitus, Type 2",yes,921,1399
hsa-mir-140,Acute Lung Injury,yes,954,1579
hsa-mir-217,Uterine Cervical Neoplasms,yes,1045,1300
hsa-mir-342,Neoplasms,yes,1123,1299
hsa-mir-129,Cardiovascular Diseases,yes,924,1377
hsa-mir-708,"Arthritis, Rheumatoid",yes,1265,1423
hsa-mir-374b,Urinary Bladder Neoplasms,yes,1140,1306
hsa-mir-454,Urinary Bladder Neoplasms,yes,1171,1306
hsa-mir-23b,"Carcinoma, Pancreatic Ductal",yes,1056,1577
hsa-mir-302b,"Carcinoma, Non-Small-Cell Lung",yes,1085,1312
hsa-mir-302a,"Carcinoma, Pancreatic Ductal",yes,1084,1577
hsa-mir-326,"Carcinoma, Hepatocellular",yes,1110,1310
hsa-mir-342,Parkinson Disease,yes,1123,1455
hsa-mir-657,Diabetes Mellitus,yes,1252,1379
hsa-mir-15a,Inflammation,yes,972,1564
hsa-mir-500a,Acute Kidney Injury,yes,1192,1561
hsa-mir-744,Glioblastoma,yes,1268,1301
hsa-mir-139,"Leukemia, Myeloid, Acute",yes,953,1366
hsa-mir-542,Liver Cirrhosis,yes,1218,1337
hsa-mir-33b,"Carcinoma, Non-Small-Cell Lung",yes,1120,1312
hsa-mir-29b,"Depressive Disorder, Major",yes,1075,1412
hsa-mir-125,Atherosclerosis,yes,910,1376
hsa-mir-874,Myocardial Ischemia,yes,1273,1665
hsa-mir-125,Urinary Bladder Neoplasms,yes,910,1306
hsa-mir-500,"Carcinoma, Non-Small-Cell Lung",yes,1191,1312
hsa-mir-628,"Carcinoma, Non-Small-Cell Lung",yes,1242,1312
hsa-mir-22,Uterine Cervical Neoplasms,yes,1050,1300
hsa-mir-221,Diarrhea,yes,1051,1715
hsa-mir-27b,Aneurysm,yes,1067,1572
hsa-mir-17,"Thyroid Carcinoma, Anaplastic",yes,977,1538
hsa-mir-18,"Thyroid Carcinoma, Anaplastic",yes,978,1538
hsa-mir-19a,"Thyroid Carcinoma, Anaplastic",yes,1017,1538
hsa-mir-19b-1,"Thyroid Carcinoma, Anaplastic",yes,1019,1538
hsa-mir-20a,"Thyroid Carcinoma, Anaplastic",yes,1034,1538
hsa-mir-92-1,"Thyroid Carcinoma, Anaplastic",yes,1280,1538
hsa-mir-205,"Carcinoma, Squamous Cell",yes,1029,1320
hsa-mir-34,Breast Neoplasms,yes,1121,1303
hsa-mir-92a,Ischemia,yes,1282,1575
hsa-mir-16,Ovarian Neoplasms,yes,974,1309
hsa-mir-326,Brain Neoplasms,yes,1110,1405
hsa-mir-29a,"Scleroderma, Systemic",yes,1074,1666
hsa-let-7a,Prostatic Neoplasms,yes,862,1339
hsa-mir-101-1,Prostatic Neoplasms,yes,880,1339
hsa-mir-101-2,Prostatic Neoplasms,yes,881,1339
hsa-mir-221,Gastrointestinal Neoplasms,yes,1051,1346
hsa-mir-222,Gastrointestinal Neoplasms,yes,1052,1346
hsa-mir-27a,Pancreatic Neoplasms,yes,1066,1315
hsa-mir-144,Myocardial Ischemia,yes,958,1665
hsa-mir-451,Myocardial Ischemia,yes,1168,1665
hsa-mir-125b,Prostatic Neoplasms,yes,914,1339
hsa-mir-10b,Breast Neoplasms,yes,893,1303
hsa-mir-328,Adenoviridae Infections,yes,1111,1611
hsa-mir-516a-1,Stomach Neoplasms,yes,1205,1307
hsa-mir-516a-2,Stomach Neoplasms,yes,1206,1307
hsa-mir-124-1,"Arthritis, Rheumatoid",yes,904,1423
hsa-mir-124-2,"Arthritis, Rheumatoid",yes,905,1423
hsa-mir-124-3,"Arthritis, Rheumatoid",yes,906,1423
hsa-mir-221,Liver Failure,yes,1051,1603
hsa-mir-221,Rectal Neoplasms,yes,1051,1539
hsa-mir-34a,Hepatoblastoma,yes,1126,1402
hsa-mir-33a,Colorectal Neoplasms,yes,1119,1304
hsa-mir-103a-1,Pain,yes,884,1653
hsa-mir-103a-2,Pain,yes,885,1653
hsa-mir-208a,Heart Diseases,yes,1032,1321
hsa-mir-7-1,Glioma,yes,1262,1322
hsa-mir-7-2,Glioma,yes,1263,1322
hsa-mir-7-3,Glioma,yes,1264,1322
hsa-mir-200,Pulmonary Fibrosis,yes,1021,1601
hsa-mir-148a,"Carcinoma, Hepatocellular",yes,962,1310
hsa-mir-101-1,"Carcinoma, Renal Cell",yes,880,1324
hsa-mir-101-2,"Carcinoma, Renal Cell",yes,881,1324
hsa-mir-145,Reperfusion Injury,yes,959,1557
hsa-mir-23b,Neuralgia,yes,1056,1605
hsa-mir-199a,Colorectal Neoplasms,yes,1013,1304
hsa-mir-153-1,Glioblastoma,yes,968,1301
hsa-mir-153-2,Glioblastoma,yes,969,1301
hsa-mir-155,Waldenstrom Macroglobulinemia,yes,971,1716
hsa-mir-106b,Gastrointestinal Neoplasms,yes,890,1346
hsa-mir-429,Stomach Neoplasms,yes,1160,1307
hsa-mir-181b,Prostatic Neoplasms,yes,982,1339
hsa-mir-146a,Autoimmune Lymphoproliferative Syndrome,yes,960,1717
hsa-mir-20a,Gallbladder Neoplasms,yes,1034,1328
hsa-mir-203,Uterine Cervical Neoplasms,yes,1026,1300
hsa-mir-196a,Laryngeal Neoplasms,yes,1006,1415
hsa-let-7a-1,Prostatic Neoplasms,yes,863,1339
hsa-mir-124,Inflammation,yes,903,1564
hsa-mir-101,Osteoarthritis,yes,879,1403
hsa-mir-106a,Diabetic Retinopathy,yes,889,1508
hsa-mir-130b,Fragile X Syndrome,yes,935,1333
hsa-mir-92a,Colorectal Neoplasms,yes,1282,1304
hsa-mir-1,Asthma,yes,875,1529
hsa-mir-29,"Leukemia, Myeloid, Acute",yes,1069,1366
hsa-mir-210,"Hypoxia-Ischemia, Brain",yes,1037,1718
hsa-mir-26a,Pancreatic Neoplasms,yes,1062,1315
hsa-mir-196a,Uterine Cervical Neoplasms,yes,1006,1300
hsa-mir-29,Stomach Neoplasms,yes,1069,1307
hsa-mir-7,Colorectal Neoplasms,yes,1261,1304
hsa-mir-10b,"Carcinoma, Non-Small-Cell Lung",yes,893,1312
hsa-mir-129,Neoplasms,yes,924,1299
hsa-mir-507,Neoplasms,yes,1199,1299
hsa-mir-9-3,Lung Neoplasms,yes,1279,1308
hsa-mir-200a,Obesity,yes,1022,1357
hsa-mir-1,"Carcinoma, Non-Small-Cell Lung",yes,875,1312
hsa-mir-10a,Stomach Neoplasms,yes,892,1307
hsa-mir-125b,"Sarcoma, Ewing",yes,914,1419
hsa-mir-378,Colorectal Neoplasms,yes,1145,1304
hsa-mir-31,Coronary Artery Disease,yes,1096,1373
hsa-mir-720,Coronary Artery Disease,yes,1267,1373
hsa-mir-29b,Cardiovascular Diseases,yes,1075,1377
hsa-mir-21,Psoriasis,yes,1036,1467
hsa-mir-7,Reperfusion Injury,yes,1261,1557
hsa-mir-30c,Endometrial Neoplasms,yes,1091,1362
hsa-mir-150,Burkitt Lymphoma,yes,965,1510
hsa-mir-197,"Carcinoma, Hepatocellular",yes,1010,1310
hsa-mir-199a,Prostatic Neoplasms,yes,1013,1339
hsa-mir-429,Osteosarcoma,yes,1160,1305
hsa-mir-494,Prostatic Neoplasms,yes,1185,1339
hsa-mir-210,Spinal Cord Injuries,yes,1037,1567
hsa-mir-144,Atherosclerosis,yes,958,1376
hsa-mir-100,Thyroid Neoplasms,yes,878,1330
hsa-mir-205,"Aortic Aneurysm, Abdominal",yes,1029,1374
hsa-mir-335,Colorectal Neoplasms,yes,1116,1304
hsa-mir-20a,Thyroid Neoplasms,yes,1034,1330
hsa-mir-494,"Carcinoma, Pancreatic Ductal",yes,1185,1577
hsa-mir-361,Coronary Artery Disease,yes,1129,1373
hsa-mir-34a,Kidney Neoplasms,yes,1126,1418
hsa-mir-520a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1210,1440
hsa-mir-300,Neoplasms,yes,1080,1299
hsa-mir-24,Stomach Neoplasms,yes,1058,1307
hsa-mir-182,"Carcinoma, Renal Cell",yes,987,1324
hsa-mir-222,Uterine Cervical Neoplasms,yes,1052,1300
hsa-mir-135a,Diabetic Nephropathies,yes,944,1487
hsa-mir-132,Atherosclerosis,yes,936,1376
hsa-mir-31,Cystic Fibrosis,yes,1096,1719
hsa-mir-377,Glioblastoma,yes,1144,1301
hsa-mir-133b,Infertility,yes,941,1451
hsa-mir-193,"Pulmonary Disease, Chronic Obstructive",yes,999,1424
hsa-mir-409,Prostatic Neoplasms,yes,1152,1339
hsa-mir-200a,Neuroblastoma,yes,1022,1302
hsa-mir-302a,Breast Neoplasms,yes,1084,1303
hsa-mir-542,Neuroblastoma,yes,1218,1302
hsa-mir-520d,Stomach Neoplasms,yes,1213,1307
hsa-mir-21,Cardiovascular Diseases,yes,1036,1377
hsa-mir-133,Inflammatory Bowel Diseases,yes,937,1364
hsa-mir-29b,Atherosclerosis,yes,1075,1376
hsa-mir-30b,Stomach Neoplasms,yes,1090,1307
hsa-mir-30,Ischemia,yes,1079,1575
hsa-mir-146b,Prostatic Neoplasms,yes,961,1339
hsa-mir-184,Glioma,yes,989,1322
hsa-mir-155,Myocarditis,yes,971,1699
hsa-mir-638,Breast Neoplasms,yes,1246,1303
hsa-mir-27a,Laryngeal Neoplasms,yes,1066,1415
hsa-mir-30e,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1095,1440
hsa-mir-106b,Atrial Fibrillation,yes,890,1560
hsa-mir-25,Atrial Fibrillation,yes,1061,1560
hsa-mir-93,Atrial Fibrillation,yes,1286,1560
hsa-mir-7,Glioma,yes,1261,1322
hsa-mir-451a,"Carcinoma, Renal Cell",yes,1169,1324
hsa-mir-224,Lung Neoplasms,yes,1054,1308
hsa-mir-433,"Carcinoma, Hepatocellular",yes,1163,1310
hsa-mir-133a,Cardiovascular Diseases,yes,938,1377
hsa-mir-1297,Colorectal Neoplasms,yes,928,1304
hsa-mir-378,Rhabdomyosarcoma,yes,1145,1515
hsa-mir-378a,Rhabdomyosarcoma,yes,1146,1515
hsa-mir-542,Stomach Neoplasms,yes,1218,1307
hsa-mir-212,Lung Neoplasms,yes,1039,1308
hsa-mir-133a,Arteriosclerosis Obliterans,yes,938,1674
hsa-mir-638,Leukemia,yes,1246,1385
hsa-mir-373,Ovarian Neoplasms,yes,1138,1309
hsa-mir-23a,Arbovirus Infections,yes,1055,1645
hsa-mir-127,Breast Neoplasms,yes,918,1303
hsa-mir-210,Glioma,yes,1037,1322
hsa-mir-449a,Glioblastoma,yes,1166,1301
hsa-mir-367,Stomach Neoplasms,yes,1134,1307
hsa-mir-24,Colorectal Neoplasms,yes,1058,1304
hsa-mir-106a,"Carcinoma, Hepatocellular",yes,889,1310
hsa-mir-200b,Graft vs Host Disease,yes,1023,1573
hsa-mir-302a,Atherosclerosis,yes,1084,1376
hsa-mir-155,Leukemia,yes,971,1385
hsa-mir-130b,"Scleroderma, Systemic",yes,935,1666
hsa-mir-374a,Stomach Neoplasms,yes,1139,1307
hsa-mir-323a,Neoplasms,yes,1107,1299
hsa-mir-125a,Glioma,yes,913,1322
hsa-mir-328,Glioma,yes,1111,1322
hsa-mir-129,Osteosarcoma,yes,924,1305
hsa-mir-708,Ovarian Neoplasms,yes,1265,1309
hsa-mir-466,Lymphoma,yes,1173,1417
hsa-mir-219,Tauopathies,yes,1049,1720
hsa-mir-145,Nasopharyngeal Neoplasms,yes,959,1533
hsa-mir-342,"Carcinoma, Hepatocellular",yes,1123,1310
hsa-mir-221,Laryngeal Neoplasms,yes,1051,1415
hsa-mir-199a,Polycystic Kidney Diseases,yes,1013,1629
hsa-mir-874,Stomach Neoplasms,yes,1273,1307
hsa-mir-637,Glioma,yes,1245,1322
hsa-mir-204,Thyroid Neoplasms,yes,1028,1330
hsa-mir-196b,Colorectal Neoplasms,yes,1009,1304
hsa-mir-21,Liver Diseases,yes,1036,1465
hsa-mir-206,Colorectal Neoplasms,yes,1030,1304
hsa-mir-10b,Atherosclerosis,yes,893,1376
hsa-mir-203,Colorectal Neoplasms,yes,1026,1304
hsa-mir-92a,Uterine Cervical Neoplasms,yes,1282,1300
hsa-mir-29c,Endometriosis,yes,1078,1380
hsa-mir-148b,"Carcinoma, Hepatocellular",yes,963,1310
hsa-mir-1246,Inflammatory Bowel Diseases,yes,907,1364
hsa-mir-135,Breast Neoplasms,yes,943,1303
hsa-mir-487b,Nervous System Diseases,yes,1178,1334
hsa-mir-370,Liver Cirrhosis,yes,1135,1337
hsa-mir-511,Depressive Disorder,yes,1202,1721
hsa-mir-424,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1158,1440
hsa-mir-23a,"Carcinoma, Pancreatic Ductal",yes,1055,1577
hsa-mir-217,Esophageal Neoplasms,yes,1045,1351
hsa-mir-16-1,Stomach Neoplasms,yes,975,1307
hsa-mir-663,Pancreatic Neoplasms,yes,1254,1315
hsa-mir-497,Kidney Neoplasms,yes,1187,1418
hsa-mir-27b,"Hypertension, Pulmonary",yes,1067,1559
hsa-mir-26a,Diabetic Nephropathies,yes,1062,1487
hsa-mir-519d,Pre-Eclampsia,yes,1209,1459
hsa-mir-204,Aneurysm,yes,1028,1572
hsa-mir-155,Chordoma,yes,971,1482
hsa-mir-99a,Multiple Myeloma,yes,1296,1368
hsa-mir-4458,"Carcinoma, Hepatocellular",yes,1164,1310
hsa-mir-615,"Carcinoma, Pancreatic Ductal",yes,1238,1577
hsa-mir-30a,Tuberculosis,yes,1089,1562
hsa-mir-367,"Carcinoma, Pancreatic Ductal",yes,1134,1577
hsa-mir-21,Graves Ophthalmopathy,yes,1036,1722
hsa-mir-138,Pancreatic Neoplasms,yes,950,1315
hsa-mir-145,"Cicatrix, Hypertrophic",yes,959,1597
hsa-mir-454,Osteosarcoma,yes,1171,1305
hsa-mir-30c,"Hypertension, Pulmonary",yes,1091,1559
hsa-mir-16,Neoplasms,yes,974,1299
hsa-mir-675,"Carcinoma, Non-Small-Cell Lung",yes,1259,1312
hsa-mir-33a,Melanoma,yes,1119,1347
hsa-mir-328,"Pulmonary Disease, Chronic Obstructive",yes,1111,1424
hsa-mir-122,Liver Cirrhosis,yes,899,1337
hsa-mir-17,Liver Cirrhosis,yes,977,1337
hsa-mir-27a,Rhabdomyosarcoma,yes,1066,1515
hsa-mir-501,"Carcinoma, Hepatocellular",yes,1193,1310
hsa-mir-375,Hyperaldosteronism,yes,1141,1723
hsa-mir-451,Non-alcoholic Fatty Liver Disease,yes,1168,1481
hsa-mir-188,"Carcinoma, Hepatocellular",yes,993,1310
hsa-mir-204,Pre-Eclampsia,yes,1028,1459
hsa-mir-451,Esophageal Neoplasms,yes,1168,1351
hsa-mir-1298,Arteriosclerosis Obliterans,yes,929,1674
hsa-mir-130a,Osteoarthritis,yes,934,1403
hsa-mir-9,Diabetes Mellitus,yes,1276,1379
hsa-mir-29b,Lung Neoplasms,yes,1075,1308
hsa-mir-494,"Carcinoma, Squamous Cell",yes,1185,1320
hsa-mir-98,"Hypertension, Pulmonary",yes,1295,1559
hsa-mir-374b,"Lymphoma, Non-Hodgkin",yes,1140,1422
hsa-mir-29b,Brain Ischemia,yes,1075,1578
hsa-mir-23b,Burns,yes,1056,1724
hsa-mir-24,Arteriosclerosis Obliterans,yes,1058,1674
hsa-mir-17,Cystic Fibrosis,yes,977,1719
hsa-mir-221,"Carcinoma, Renal Cell",yes,1051,1324
hsa-mir-22,"Diabetes Mellitus, Type 2",yes,1050,1399
hsa-mir-212,"Hepatitis, Alcoholic",yes,1039,1586
hsa-mir-150,Osteoporosis,yes,965,1684
hsa-mir-106b,Colorectal Neoplasms,yes,890,1304
hsa-mir-34c,Myocardial Infarction,yes,1128,1388
hsa-mir-18,"Carcinoma, Hepatocellular",yes,978,1310
hsa-mir-92-1,"Carcinoma, Hepatocellular",yes,1280,1310
hsa-mir-345,Pancreatic Neoplasms,yes,1124,1315
hsa-mir-1228,Breast Neoplasms,yes,900,1303
hsa-mir-205,Ovarian Neoplasms,yes,1029,1309
hsa-mir-181b,Glioblastoma,yes,982,1301
hsa-mir-101,Laryngeal Neoplasms,yes,879,1415
hsa-mir-542,Astrocytoma,yes,1218,1298
hsa-mir-186,Urinary Bladder Neoplasms,yes,991,1306
hsa-mir-107,Stroke,yes,891,1397
hsa-mir-17,Vulvar Neoplasms,yes,977,1725
hsa-mir-101,Cholangiocarcinoma,yes,879,1326
hsa-mir-27b,Pulmonary Fibrosis,yes,1067,1601
hsa-mir-106a,Esophageal Neoplasms,yes,889,1351
hsa-mir-23b,"Carcinoma, Non-Small-Cell Lung",yes,1056,1312
hsa-mir-625,Colorectal Neoplasms,yes,1241,1304
hsa-mir-937,Alzheimer Disease,yes,1288,1342
hsa-mir-106b,Thyroid Neoplasms,yes,890,1330
hsa-mir-92a,"Carcinoma, Hepatocellular",yes,1282,1310
hsa-mir-498,Lung Neoplasms,yes,1188,1308
hsa-mir-132,Stomach Neoplasms,yes,936,1307
hsa-mir-146b,Breast Neoplasms,yes,961,1303
hsa-mir-539,Osteosarcoma,yes,1217,1305
hsa-mir-490,Osteosarcoma,yes,1181,1305
hsa-mir-497,Neoplasms,yes,1187,1299
hsa-mir-144,Colorectal Neoplasms,yes,958,1304
hsa-mir-4262,Acute Lung Injury,yes,1159,1579
hsa-mir-126,Precursor Cell Lymphoblastic Leukemia-Lymphoma,yes,917,1344
hsa-mir-132,Alzheimer Disease,yes,936,1342
hsa-mir-212,Alzheimer Disease,yes,1039,1342
hsa-mir-582,Colorectal Neoplasms,yes,1226,1304
hsa-mir-125a,Uterine Cervical Neoplasms,yes,913,1300
hsa-mir-451,Ovarian Neoplasms,yes,1168,1309
hsa-mir-339,Stomach Neoplasms,yes,1118,1307
hsa-mir-16,"Sarcoma, Ewing",yes,974,1419
hsa-mir-29b,"Sarcoma, Ewing",yes,1075,1419
hsa-mir-340,Prostatic Neoplasms,yes,1122,1339
hsa-mir-622,"Carcinoma, Hepatocellular",yes,1240,1310
hsa-mir-302,Neurodegenerative Diseases,yes,1083,1607
hsa-mir-367,Neurodegenerative Diseases,yes,1134,1607
hsa-mir-29a,Cholangiocarcinoma,yes,1074,1326
hsa-mir-139,Osteoarthritis,yes,953,1403
hsa-mir-9,Metabolic Diseases,yes,1276,1667
hsa-mir-25,"Carcinoma, Non-Small-Cell Lung",yes,1061,1312
hsa-mir-451,Stomach Neoplasms,yes,1168,1307
hsa-mir-301a,Multiple Myeloma,yes,1081,1368
hsa-mir-582,Lung Neoplasms,yes,1226,1308
hsa-mir-205,Urinary Bladder Neoplasms,yes,1029,1306
hsa-mir-608,Neoplasms,yes,1234,1299
hsa-mir-744,Pancreatic Neoplasms,yes,1268,1315
hsa-mir-320b,Colorectal Neoplasms,yes,1101,1304
hsa-mir-29,"Hypertension, Pulmonary",yes,1069,1559
hsa-mir-22,"Carcinoma, Renal Cell",yes,1050,1324
hsa-mir-30d,Ovarian Neoplasms,yes,1094,1309
hsa-mir-98,Glioma,yes,1295,1322
hsa-mir-129-1,Glioblastoma,yes,925,1301
hsa-mir-138,Periodontal Diseases,yes,950,1726
hsa-mir-33,Alzheimer Disease,yes,1113,1342
hsa-mir-362,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,1131,1440
hsa-mir-326,"Carcinoma, Non-Small-Cell Lung",yes,1110,1312
hsa-mir-296,"Carcinoma, Non-Small-Cell Lung",yes,1070,1312
hsa-mir-146b,Osteosarcoma,yes,961,1305
hsa-mir-506,Glioma,yes,1198,1322
hsa-mir-543,Hypertension,yes,1219,1383
hsa-mir-1246,Colorectal Neoplasms,yes,907,1304
hsa-mir-148a,"Carcinoma, Non-Small-Cell Lung",yes,962,1312
hsa-mir-125b,Endomyocardial Fibrosis,yes,914,1618
hsa-mir-155,Pneumonia,yes,971,1662
hsa-mir-184,Ovarian Neoplasms,yes,989,1309
hsa-mir-21,Peritoneal Fibrosis,yes,1036,1727
hsa-mir-126,Glioma,yes,917,1322
hsa-mir-374a,Osteosarcoma,yes,1139,1305
hsa-mir-185,"Carcinoma, Non-Small-Cell Lung",yes,990,1312
hsa-mir-23b,Diabetic Nephropathies,yes,1056,1487
hsa-mir-103,"Carcinoma, Hepatocellular",yes,882,1310
hsa-mir-362,Kidney Neoplasms,yes,1131,1418
hsa-mir-21,Diabetes Mellitus,yes,1036,1379
hsa-mir-126,Thrombosis,yes,917,1713
hsa-mir-34a,Triple Negative Breast Neoplasms,yes,1126,1398
hsa-mir-186,Multiple Myeloma,yes,991,1368
hsa-mir-181c,Glioblastoma,yes,985,1301
hsa-mir-155,"Arthritis, Rheumatoid",yes,971,1423
hsa-mir-613,Prostatic Neoplasms,yes,1237,1339
hsa-mir-195,Sepsis,yes,1005,1558
hsa-mir-127,Osteosarcoma,yes,918,1305
hsa-mir-127,"Carcinoma, Hepatocellular",yes,918,1310
hsa-mir-503,Colorectal Neoplasms,yes,1195,1304
hsa-mir-542,Urinary Bladder Neoplasms,yes,1218,1306
hsa-mir-208a,Lung Neoplasms,yes,1032,1308
hsa-mir-103,Prostatic Neoplasms,yes,882,1339
hsa-mir-367,"Carcinoma, Hepatocellular",yes,1134,1310
hsa-mir-1182,Urinary Bladder Neoplasms,yes,896,1306
hsa-mir-206,Uterine Cervical Neoplasms,yes,1030,1300
hsa-mir-508,Stomach Neoplasms,yes,1200,1307
hsa-mir-483,Thrombosis,yes,1175,1713
hsa-mir-130a,"Carcinoma, Hepatocellular",yes,934,1310
hsa-mir-24,Prostatic Neoplasms,yes,1058,1339
hsa-mir-708,Asthma,yes,1265,1529
hsa-mir-124,Stroke,yes,903,1397
hsa-mir-24,Diabetic Angiopathies,yes,1058,1698
hsa-mir-23a,"Leukemia, Erythroblastic, Acute",yes,1055,1588
hsa-mir-24,"Leukemia, Erythroblastic, Acute",yes,1058,1588
hsa-mir-27a,"Leukemia, Erythroblastic, Acute",yes,1066,1588
hsa-mir-29b,Multiple Myeloma,yes,1075,1368
hsa-mir-93,Macular Degeneration,yes,1286,1580
hsa-mir-493,Breast Neoplasms,yes,1184,1303
hsa-mir-155,Colitis,yes,971,1585
hsa-mir-146b,Neoplasms,yes,961,1299
hsa-mir-22,Rhabdomyosarcoma,yes,1050,1515
hsa-mir-193a,Neoplasms,yes,1000,1299
hsa-mir-16,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,974,1401
hsa-mir-647,Stomach Neoplasms,yes,1249,1307
hsa-mir-126,"Carcinoma, Renal Cell",yes,917,1324
hsa-mir-629,Breast Neoplasms,yes,1243,1303
hsa-mir-26a,Glaucoma,yes,1062,1382
hsa-mir-122,"Leukemia, Myeloid, Acute",yes,899,1366
hsa-mir-34b,Thyroid Neoplasms,yes,1127,1330
hsa-mir-132,Colonic Neoplasms,yes,936,1336
hsa-mir-21,Keloid,yes,1036,1338
hsa-mir-150,"Pulmonary Disease, Chronic Obstructive",yes,965,1424
hsa-mir-100,Atherosclerosis,yes,878,1376
hsa-mir-34a,Heart Failure,yes,1126,1318
hsa-mir-205,"Thyroid Carcinoma, Anaplastic",yes,1029,1538
hsa-mir-221,Parkinson Disease,yes,1051,1455
hsa-mir-155,Chemical and Drug Induced Liver Injury,yes,971,1574
hsa-mir-192,Urinary Bladder Neoplasms,yes,998,1306
hsa-mir-143,Endometrial Neoplasms,yes,957,1362
hsa-mir-145,Endometrial Neoplasms,yes,959,1362
hsa-mir-378,Bone Diseases,yes,1145,1404
hsa-mir-21,Seizures,yes,1036,1316
hsa-mir-204,"Leukemia, Myeloid, Acute",yes,1028,1366
hsa-mir-543,Periodontitis,yes,1219,1392
hsa-mir-335,Sepsis,yes,1116,1558
hsa-mir-1297,Melanoma,yes,928,1347
hsa-mir-146a,Autism Spectrum Disorder,yes,960,1411
hsa-mir-155,"Epilepsy, Temporal Lobe",yes,971,1325
hsa-mir-33,Atherosclerosis,yes,1113,1376
hsa-mir-21,Hyperaldosteronism,yes,1036,1723
hsa-mir-383,Heart Diseases,yes,1150,1321
hsa-mir-126,Vascular System Injuries,yes,917,1582
hsa-mir-221,Non-alcoholic Fatty Liver Disease,yes,1051,1481
hsa-mir-222,Non-alcoholic Fatty Liver Disease,yes,1052,1481
hsa-mir-20a,"Leukemia, T-Cell",yes,1034,1431
hsa-mir-647,"Carcinoma, Non-Small-Cell Lung",yes,1249,1312
hsa-mir-33b,Atherosclerosis,yes,1120,1376
hsa-mir-1247,Prostatic Neoplasms,yes,908,1339
hsa-mir-20b,Tuberculosis,yes,1035,1562
hsa-mir-20a,Retinoblastoma,yes,1034,1348
hsa-mir-34b,Neoplasms,yes,1127,1299
hsa-mir-146a,Leukemia,yes,960,1385
hsa-mir-192,Colonic Neoplasms,yes,998,1336
hsa-mir-215,Colonic Neoplasms,yes,1041,1336
hsa-mir-183,Rectal Neoplasms,yes,988,1539
hsa-mir-200c,Rectal Neoplasms,yes,1024,1539
hsa-mir-203,Rectal Neoplasms,yes,1026,1539
hsa-mir-17,"Lymphoma, B-Cell",yes,977,1429
hsa-mir-18,"Lymphoma, B-Cell",yes,978,1429
hsa-mir-19a,"Lymphoma, B-Cell",yes,1017,1429
hsa-mir-19b-1,"Lymphoma, B-Cell",yes,1019,1429
hsa-mir-20a,"Lymphoma, B-Cell",yes,1034,1429
hsa-mir-92-1,"Lymphoma, B-Cell",yes,1280,1429
hsa-mir-223,"Leukemia, Myeloid, Acute",yes,1053,1366
hsa-mir-21,Gliosis,yes,1036,1728
hsa-let-7d,Idiopathic Pulmonary Fibrosis,yes,868,1622
hsa-mir-322,Myocardial Infarction,yes,1106,1388
hsa-mir-424,Myocardial Infarction,yes,1158,1388
hsa-mir-15a,Retinoblastoma,yes,972,1348
hsa-mir-15b,Retinoblastoma,yes,973,1348
hsa-mir-16-1,Retinoblastoma,yes,975,1348
hsa-mir-16-2,Retinoblastoma,yes,976,1348
hsa-mir-124,Liver Neoplasms,yes,903,1313
hsa-mir-24,Liver Neoplasms,yes,1058,1313
hsa-mir-629,Liver Neoplasms,yes,1243,1313
hsa-mir-26a,Lymphoma,yes,1062,1417
hsa-mir-183,Neuroblastoma,yes,988,1302
hsa-mir-126,Aneurysm,yes,917,1572
hsa-mir-127,Lung Neoplasms,yes,918,1308
hsa-mir-148a,Urinary Bladder Neoplasms,yes,962,1306
hsa-mir-493,Neoplasms,yes,1184,1299
hsa-mir-574,Stomach Neoplasms,yes,1223,1307
hsa-mir-423,"Diabetes Mellitus, Type 2",yes,1157,1399
hsa-mir-143,Atherosclerosis,yes,957,1376
hsa-mir-221,Melanoma,yes,1051,1347
hsa-mir-222,Melanoma,yes,1052,1347
hsa-mir-17,"Leukemia-Lymphoma, Adult T-Cell",yes,977,1483
hsa-mir-18a,"Leukemia-Lymphoma, Adult T-Cell",yes,994,1483
hsa-mir-19a,"Leukemia-Lymphoma, Adult T-Cell",yes,1017,1483
hsa-mir-19b-1,"Leukemia-Lymphoma, Adult T-Cell",yes,1019,1483
hsa-mir-19b-2,"Leukemia-Lymphoma, Adult T-Cell",yes,1020,1483
hsa-mir-20a,"Leukemia-Lymphoma, Adult T-Cell",yes,1034,1483
hsa-mir-92a-1,"Leukemia-Lymphoma, Adult T-Cell",yes,1283,1483
hsa-mir-92a-2,"Leukemia-Lymphoma, Adult T-Cell",yes,1284,1483
hsa-mir-23a,"Cardiomyopathy, Hypertrophic",yes,1055,1341
hsa-mir-143,Wounds and Injuries,yes,957,1644
hsa-mir-145,Wounds and Injuries,yes,959,1644
hsa-mir-106b,Prostatic Neoplasms,yes,890,1339
hsa-mir-25,Prostatic Neoplasms,yes,1061,1339
